agglosID,n1000000,n100000,n50000,n20000,n10000,n7500,n5000,n2500,n1500,n1000,n750,n500,n400,n300,n250,n200,n175,n150,n125,n100,n90,n80,n70,n60,n50,n40,n30,n20,n10,n5,n0,a1000000,a100000,a50000,a20000,a10000,a7500,a5000,a2500,a1500,a1000,a750,a500,a400,a300,a250,a200,a175,a150,a125,a100,a90,a80,a70,a60,a50,a40,a30,a20,a10,a5,a0,CITY,COUNTRY,NSMALL B
1,0,0,0,0,5.68E-05,0.000193013,0.000658515,0.002906548,0.006834929,0.012341474,0.018120508,0.031290802,0.042951054,0.066282912,0.08842263,0.115421733,0.134053158,0.161279335,0.205502004,0.264473131,0.289644289,0.316779636,0.347116727,0.38724071,0.43634547,0.494442363,0.568161949,0.687443941,0.874280459,0.984070756,88077,0,0,0,0,0.006430075,0.017232828,0.042039922,0.111991482,0.18111731,0.242221333,0.288358295,0.361047237,0.408631953,0.481671618,0.537076611,0.592499447,0.624336686,0.664638648,0.720012977,0.780564048,0.80243666,0.823521774,0.844273182,0.86806467,0.892766958,0.916568098,0.940011176,0.966815398,0.991921644,0.999371224,9622779.684,10 Ramadan,EGY,38432
1002,0,0,0,0,0,0,0,0.000346021,0.000346021,0.000692042,0.001384083,0.002422145,0.005190311,0.011764706,0.019031142,0.037370242,0.048788927,0.073702422,0.120415225,0.178546713,0.210380623,0.250519031,0.28650519,0.325605536,0.367474048,0.418685121,0.496885813,0.61349481,0.830103806,0.978546713,2890,0,0,0,0,0,0,0,0.018286274,0.018286274,0.024583374,0.033880967,0.045095069,0.066379723,0.103833753,0.138768451,0.210057238,0.247434876,0.317155255,0.428353839,0.541143255,0.594171372,0.654138369,0.701086691,0.745407562,0.785245562,0.825337416,0.872633874,0.923227818,0.978757747,0.998403687,165219.3508,al-Sanafin al-Bahriyya,EGY,1062
1003,0,0,0,0,0,0,0,0,0,0.000122895,0.000122895,0.000614477,0.001106059,0.003932653,0.008233993,0.019048789,0.030109377,0.047929212,0.07103355,0.112817992,0.135307853,0.160747204,0.190364999,0.221826226,0.257711687,0.307607226,0.376797345,0.492933514,0.73270247,0.967678506,8137,0,0,0,0,0,0,0,0,0,0.00409083,0.00409083,0.010707948,0.015856598,0.038797877,0.066902254,0.125419904,0.175555925,0.245480562,0.322263561,0.435187263,0.48688595,0.539357002,0.593137842,0.642615416,0.690512149,0.744707359,0.802915095,0.871912578,0.955069721,0.996561244,335441.7293,al-Sanafin al-Qibliyya,EGY,2097
1006,0,0,0,0,0,0,0,1.42E-05,2.85E-05,4.27E-05,0.000256257,0.001978873,0.004171294,0.010805501,0.019589419,0.037968737,0.054653911,0.08099143,0.121565445,0.181287549,0.209703596,0.243429857,0.280786424,0.323040346,0.372085077,0.428874463,0.50812904,0.625053387,0.827652971,0.979826884,70242,0,0,0,0,0,0,0,0.000670027,0.001075274,0.001344737,0.004570884,0.022263778,0.039369903,0.07926082,0.121370215,0.19319411,0.248187922,0.323247003,0.421130334,0.539017269,0.586631815,0.63718309,0.686574169,0.734955616,0.782486055,0.827366185,0.875888482,0.926630986,0.978570876,0.998466067,3979026.402,al-Santa,EGY,26136
1007,0,0,0,0,0,0,0,0,0,0,0,0,4.29E-05,8.59E-05,0.00025761,0.000558156,0.000815766,0.002361427,0.003950024,0.007041346,0.008758748,0.012064746,0.017860976,0.027564295,0.0495041,0.140569319,0.287020738,0.461723412,0.755828432,0.980464557,23291,0,0,0,0,0,0,0,0,0,0,0,0,0.000775186,0.001493881,0.003493827,0.006375782,0.008467106,0.019192204,0.028630891,0.043802005,0.050883095,0.063091319,0.081830764,0.109031977,0.160024344,0.335807718,0.552885496,0.743385141,0.92363771,0.996233826,537238.3282,al-Sanwa,SDN,1153
1009,0,0,0,0,0,0,0,0,0,0,0,0.000520291,0.000867152,0.003468609,0.009365245,0.02688172,0.039021852,0.06503642,0.110301769,0.182101977,0.215400624,0.254942768,0.302115852,0.354144988,0.411550468,0.47311828,0.547173084,0.659902879,0.849462366,0.979882067,5766,0,0,0,0,0,0,0,0,0,0,0,0.005165633,0.008018357,0.023668257,0.052218563,0.122138206,0.162558477,0.237405469,0.347697807,0.491648836,0.548023326,0.6078724,0.670977577,0.731307899,0.787727504,0.837051359,0.883055075,0.932346862,0.981141088,0.998455389,323052.5018,al-Satamuni,EGY,2373
101,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-05,0.000547695,0.001004108,0.00182565,0.002555911,0.003833866,0.005568234,0.007028754,0.008945687,0.012231858,0.018804199,0.030944774,0.047740758,0.093929712,0.250387951,0.629210406,0.969420356,10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001670162,0.009366692,0.015266361,0.024384794,0.031346841,0.041673586,0.053102228,0.061321636,0.071141671,0.085715828,0.111275203,0.150989007,0.19621675,0.290623414,0.519073528,0.840795079,0.991634527,182017.3313,Abu Karshulh Khawr al-Taina,SDN,339
1010,0,0,0,0,0,0,0,0,0,0.000165144,0.000605527,0.003247826,0.006605747,0.014477596,0.026092701,0.049047671,0.0691952,0.097875151,0.143014423,0.219861279,0.253495541,0.288395904,0.325498183,0.36579324,0.413189475,0.46658593,0.536716944,0.646537488,0.841792359,0.975889023,18166,0,0,0,0,0,0,0,0,0,0.003404309,0.009221679,0.03321424,0.056559459,0.098968938,0.148833098,0.229776592,0.289001457,0.362190626,0.459435823,0.595201448,0.645551933,0.692253293,0.736180177,0.777615592,0.818873634,0.856601217,0.895263261,0.937796099,0.98302595,0.998328006,1150869.844,al-Sawa,EGY,7506
1019,0,0,0,0,0,0,0,0,0,0,0,0,0.000118977,0.000832838,0.001546698,0.00261749,0.003688281,0.005234979,0.008209399,0.011778703,0.014753123,0.017370613,0.02415229,0.028792385,0.035930993,0.051397977,0.079000595,0.302795955,0.739202855,0.964187983,8405,0,0,0,0,0,0,0,0,0,0,0,0,0.002633513,0.015311739,0.025704795,0.038414611,0.048772675,0.062114117,0.083215386,0.104156804,0.118963975,0.130608593,0.157139013,0.17272522,0.193270539,0.229256119,0.278470973,0.555336073,0.906276127,0.991495448,160080.5236,al-Shagarab al-Shamali,SDN,302
1022,0,0,0,0,0,0,0,0.000316656,0.000633312,0.000633312,0.000633312,0.002533249,0.004433186,0.008866371,0.015199493,0.032932236,0.048131729,0.082013933,0.133312223,0.217542749,0.253958201,0.29480684,0.338188727,0.385053832,0.441101963,0.503799873,0.571880937,0.662127929,0.845155161,0.973717543,3158,0,0,0,0,0,0,0,0.01836494,0.030093062,0.030093062,0.030093062,0.04797274,0.061188938,0.085350811,0.1130095,0.175903627,0.220586261,0.307906024,0.418498739,0.56662203,0.62110276,0.675825099,0.727229449,0.775159584,0.823589836,0.868213958,0.905713216,0.940427257,0.983231152,0.998123224,199784.2998,al-Shahid 6 & Kum Umbu,EGY,1393
1024,0,0,0,0,0,0,0,0,7.90E-05,0.000157903,0.000552661,0.001500079,0.002684352,0.007184589,0.012395389,0.02123796,0.031185852,0.047765672,0.06892468,0.099163114,0.113611243,0.129638402,0.148902574,0.179062056,0.214748145,0.261724301,0.327648824,0.46526133,0.741749566,0.959418917,12666,0,0,0,0,0,0,0,0,0.003750049,0.005785976,0.014684862,0.029083844,0.042637824,0.082039025,0.118380578,0.168660033,0.216474619,0.284874104,0.359714042,0.445961526,0.481191754,0.516091106,0.552961666,0.602972123,0.653337052,0.707159272,0.765545129,0.851442321,0.955426478,0.995273468,493503.9264,al-Shallatin,EGY,2720
1025,0,0,0,0,0,0,0,0,0,0.000678426,0.000678426,0.001696065,0.003052917,0.005088195,0.012550882,0.035617368,0.057666214,0.090909091,0.130936228,0.201153324,0.235074627,0.269674355,0.315807327,0.357869742,0.407394844,0.464382632,0.545454545,0.663500678,0.851424695,0.982360923,2948,0,0,0,0,0,0,0,0,0,0.012965764,0.012965764,0.022095507,0.032618814,0.044277072,0.078097018,0.163736133,0.232132069,0.321813033,0.413404548,0.544913661,0.599088517,0.648125443,0.706077121,0.751843997,0.797542294,0.840435814,0.888197116,0.936447661,0.982662567,0.998672654,175709.5465,al-Shamariqa,EGY,1201
1028,0,0,0,0,0,0,0,0,0,0,0,0.000156838,0.000156838,0.000627353,0.00172522,0.00423463,0.006587202,0.011292346,0.019761606,0.030897114,0.036543287,0.044855709,0.056461731,0.07685069,0.101944793,0.134567127,0.229454203,0.390526976,0.754077792,0.964084065,6376,0,0,0,0,0,0,0,0,0,0,0,0.003774674,0.003774674,0.010551177,0.022531995,0.044016319,0.061371567,0.090848633,0.135881883,0.18508023,0.206276427,0.234168157,0.26837997,0.320549969,0.374747058,0.432626642,0.561761321,0.717715866,0.933063594,0.993723598,161143.2307,al-Sharfa Barakat,SDN,650
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720461,0.003602305,0.007444765,0.010806916,0.017291066,0.032420749,0.068443804,0.090778098,0.126801153,0.174351585,0.239193084,0.327329491,0.422670509,0.523054755,0.675072046,0.864073007,0.980307397,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005370737,0.02367656,0.043403207,0.058173579,0.082793006,0.130560842,0.22447543,0.274063396,0.345649327,0.42889169,0.527516163,0.641476665,0.742381833,0.825095165,0.9126199,0.978180732,0.997961213,177226.0158,Abu Kuke,ETH,1363
1030,0,0,0,0,0,0,0,0,0,0,0,0.0005646,0.002070199,0.007057495,0.013362191,0.027759481,0.040274772,0.05645996,0.079702644,0.117624918,0.136162605,0.159405288,0.187070669,0.223016844,0.268184812,0.327561871,0.412628211,0.549543615,0.80041404,0.973369719,10627,0,0,0,0,0,0,0,0,0,0,0,0.006672127,0.021879913,0.06027245,0.098502471,0.170363957,0.222488184,0.280818415,0.35243282,0.447409715,0.486872575,0.53124813,0.577643468,0.630069042,0.685600158,0.745227059,0.810921209,0.885978983,0.968871806,0.997358141,473406.4439,al-Sharqi Bahgura,EGY,2850
1031,0,0,0,0,0,0,0,0,0,0,0,0.000314465,0.001572327,0.003773585,0.007232704,0.014150943,0.025157233,0.047798742,0.080503145,0.13836478,0.166981132,0.200628931,0.243710692,0.291823899,0.350628931,0.415408805,0.501572327,0.626415094,0.841194969,0.979559748,3180,0,0,0,0,0,0,0,0,0,0,0,0.003340289,0.015115717,0.030109779,0.049933151,0.08070512,0.122847308,0.197274703,0.288614744,0.42001483,0.475489221,0.533752889,0.599776549,0.663909946,0.729948242,0.78914786,0.850164177,0.913271975,0.977249778,0.998247328,155721.2515,al-Shawami,EGY,1115
1032,0,0,0,0,0,0,0,0,0,0,0.000532028,0.002021707,0.003830602,0.012236646,0.025324537,0.049265801,0.068631624,0.094381783,0.136518408,0.189827623,0.219301979,0.253670994,0.289316876,0.332730368,0.379336029,0.448606086,0.529367951,0.654713769,0.856352415,0.983932752,9398,0,0,0,0,0,0,0,0,0,0,0.007512116,0.021938886,0.035127803,0.083802535,0.14292343,0.230982729,0.291122418,0.360435955,0.456696665,0.555821085,0.602330353,0.650811039,0.695095075,0.74178141,0.784358642,0.836263547,0.882685326,0.933557,0.983000958,0.998842628,565412.1314,al-Shawashna,EGY,3565
1035,0,0,0,0,0,0,0,0,0,0,0.000582751,0.001748252,0.003205128,0.009615385,0.020104895,0.038752914,0.05506993,0.080710956,0.12004662,0.179487179,0.201923077,0.233682984,0.268939394,0.310897436,0.352855478,0.419289044,0.505827506,0.642482517,0.851398601,0.981934732,3432,0,0,0,0,0,0,0,0,0,0,0.009030308,0.020595071,0.031789861,0.071159623,0.121749886,0.195355135,0.24953424,0.323432319,0.418388157,0.537129737,0.574938079,0.622834235,0.670021364,0.718931567,0.76001628,0.813368221,0.866489489,0.926532765,0.981300307,0.99862537,192535.6025,al-Shaykh Fadl,EGY,1211
1038,0,0,0,0,0,0,0,0,5.98E-05,5.98E-05,0.000119624,0.000418685,0.001256056,0.005263473,0.010287697,0.025420181,0.044320833,0.071774628,0.110413302,0.162330283,0.187152342,0.21741731,0.248220587,0.286440577,0.332376338,0.384113882,0.460972546,0.578981997,0.792990011,0.97296489,16719,0,0,0,0,0,0,0,0,0.002267347,0.002267347,0.003352406,0.006694819,0.014209187,0.040715011,0.067568254,0.133784871,0.203667621,0.291834891,0.396410259,0.51128962,0.557948331,0.608886987,0.654651741,0.703862634,0.753977335,0.800001781,0.852827827,0.910007142,0.971499826,0.997668289,843275.4601,al-Shaykh Masud,EGY,5557
104,0,0,0,0,0,0,0,0,0,0,0,0.000479042,0.001197605,0.002634731,0.004790419,0.01245509,0.021317365,0.03497006,0.061317365,0.110179641,0.135329341,0.166706587,0.209341317,0.254850299,0.306826347,0.375808383,0.473532934,0.628982036,0.843113772,0.981077844,4175,0,0,0,0,0,0,0,0,0,0,0,0.005570072,0.012592984,0.023681906,0.036698854,0.07446362,0.111465661,0.160317746,0.240394284,0.361439736,0.414642841,0.474184922,0.545411963,0.611449243,0.675219649,0.744515367,0.820012549,0.904921737,0.975255665,0.998210445,187024.5529,Abu Mangug,EGY,1281
1040,0,0,0,0,0,0,0,0,0,0,0,0,0.000663717,0.00199115,0.00420354,0.012168142,0.019690265,0.031637168,0.055088496,0.085176991,0.101327434,0.121238938,0.148672566,0.184513274,0.235840708,0.304424779,0.400884956,0.560619469,0.813716814,0.98119469,4520,0,0,0,0,0,0,0,0,0,0,0,0,0.007394375,0.018709346,0.034100665,0.079745487,0.116237162,0.165437699,0.248005469,0.334383164,0.374083695,0.417919635,0.470899294,0.530859832,0.604042543,0.683040985,0.769272889,0.86990098,0.965897838,0.997927505,174840.6524,al-Shaykh Shibika,EGY,1066
1044,0,0,0,0,0,0,0,0,0,0,0,0.000288434,0.001730603,0.00836458,0.020767234,0.040669166,0.055090857,0.072973753,0.109893279,0.162099798,0.19180848,0.221517162,0.261032593,0.297086819,0.341505624,0.396596481,0.479376983,0.617825209,0.845687915,0.980386501,3467,0,0,0,0,0,0,0,0,0,0,0,0.003424404,0.015179853,0.057373385,0.119942072,0.20234297,0.252839795,0.306706918,0.400579647,0.509187011,0.561882395,0.609245602,0.664710051,0.708426029,0.753895629,0.799999851,0.85373458,0.917129826,0.979418982,0.998460658,185437.0098,al-Shaykhiyya,EGY,1184
1045,0,0,0,0,0,0,0,0.000151172,0.000151172,0.000151172,0.000302343,0.000755858,0.001511716,0.003930461,0.008314437,0.019198791,0.028571429,0.046712018,0.073771731,0.130007559,0.158578987,0.195918367,0.233257748,0.279365079,0.33106576,0.401662887,0.491307634,0.630385488,0.85260771,0.983219955,6615,0,0,0,0,0,0,0,0.007950479,0.007950479,0.007950479,0.010871969,0.01649484,0.023440265,0.040370245,0.064816798,0.114574288,0.15054024,0.210470955,0.285970622,0.414144509,0.469726226,0.534986039,0.592441009,0.654123572,0.712480479,0.777205943,0.841190492,0.911413123,0.97829218,0.998568943,322146.1388,al-Shin,EGY,2190
1047,0,0,0,0,0,0,0,0,0,0,7.33E-05,0.000586166,0.001318875,0.004103165,0.010404455,0.027110199,0.046600234,0.077080891,0.127417937,0.204205744,0.237397421,0.275718054,0.31337925,0.357415006,0.407825322,0.46827374,0.546014068,0.666984174,0.848256155,0.977725674,13648,0,0,0,0,0,0,0,0,0,0,0.001154971,0.006203178,0.011691964,0.027732745,0.057201317,0.120886883,0.183476641,0.268716794,0.387479547,0.535675086,0.5899672,0.646082534,0.694759117,0.744074394,0.791766831,0.838469407,0.884902256,0.936205677,0.982070244,0.998325621,791673.9227,al-Shirka,EGY,5566
105,0,0,0,0,0,0,0,0,4.06E-05,8.12E-05,8.12E-05,0.000446628,0.001745909,0.005440741,0.011043891,0.025254781,0.039262658,0.057899224,0.08563076,0.130780787,0.154614479,0.18019408,0.211864063,0.251289131,0.295221081,0.354013561,0.438263835,0.57619067,0.817207357,0.981079216,24629,0,0,0,0,0,0,0,0,0.001457088,0.002554979,0.002554979,0.006929843,0.019401243,0.04665037,0.079180926,0.146328855,0.202103574,0.266500672,0.347546154,0.455056037,0.503390821,0.549794139,0.600510851,0.655155753,0.706578626,0.762562947,0.825044974,0.897272349,0.972231703,0.998244903,1152405.231,Abu Manna Bahri,EGY,7271
1050,0,0,0,0,0,0,0,0,0,0.000243072,0.000243072,0.001215362,0.003889159,0.010452115,0.01701507,0.031113272,0.045211473,0.071220224,0.112299465,0.184491979,0.219980554,0.262275158,0.305055907,0.355614973,0.416383082,0.478366553,0.558823529,0.680845892,0.854642684,0.98298493,4114,0,0,0,0,0,0,0,0,0,0.004591717,0.004591717,0.014114984,0.034492861,0.072457528,0.103539515,0.156896974,0.201640178,0.273696453,0.369145131,0.50676235,0.564138641,0.625397094,0.680251948,0.736362507,0.793000018,0.840642292,0.888555196,0.93918398,0.982664956,0.998732919,241114.7465,al-Shubrawin,EGY,1713
1052,0,0,0,0,0,0,0,0,0,0,0,0,0.000128733,0.000257467,0.001158599,0.002832132,0.004376931,0.007723996,0.01222966,0.024330587,0.031410917,0.041967044,0.054582904,0.074407827,0.10092688,0.148686921,0.222966014,0.384526262,0.748970134,0.974639547,7768,0,0,0,0,0,0,0,0,0,0,0,0,0.002107568,0.003701627,0.013685212,0.028925314,0.040878741,0.062762443,0.087760133,0.142463703,0.169794048,0.20619795,0.244820564,0.297329732,0.356681115,0.443066078,0.548537079,0.705678691,0.927586041,0.995379045,190122.4704,al-Shuhaynab,SDN,784
1056,0,0,0,0,0,0,0,0,0,0,0,0,0.001176009,0.004704038,0.015680125,0.039592317,0.063112505,0.102312819,0.170521364,0.255978048,0.297138377,0.341434731,0.385339083,0.426499412,0.486867895,0.533124265,0.602116817,0.698941592,0.849862799,0.977263818,2551,0,0,0,0,0,0,0,0,0,0,0,0,0.008015212,0.02552401,0.069868476,0.149219504,0.214872079,0.309911535,0.449552449,0.593493584,0.652375627,0.709076668,0.758763409,0.799125913,0.848762959,0.879976379,0.916146171,0.951598366,0.984797568,0.998499167,169586.3247,al-Shutut,EGY,1242
1057,0,0,0,0,0,0,0,0.000103178,0.000206356,0.000206356,0.000206356,0.000619067,0.001238135,0.006087495,0.012278168,0.028786628,0.041787041,0.063454395,0.099257119,0.161060669,0.193458522,0.229054891,0.267127528,0.315002064,0.370924474,0.435617004,0.513413124,0.634440776,0.833470904,0.974308708,9692,0,0,0,0,0,0,0,0.004978297,0.009240843,0.009240843,0.009240843,0.013770614,0.018952811,0.049760296,0.081488315,0.149965149,0.195212886,0.260413564,0.351598749,0.480461601,0.537910715,0.594461689,0.647718442,0.705661945,0.763115601,0.817513007,0.868477241,0.923695796,0.978680475,0.997885965,518186.6806,al-Sibaiyya Gharb,EGY,3595
1060,0,0,0,0,0,0,0,0,0,0,0.000285673,0.001142694,0.001999714,0.005284959,0.008570204,0.017854592,0.029995715,0.053278103,0.099128696,0.166404799,0.198828739,0.234537923,0.277103271,0.317668904,0.36337666,0.420225682,0.500499929,0.617626053,0.827167547,0.97943151,7001,0,0,0,0,0,0,0,0,0,0,0.004940668,0.01459657,0.021940252,0.04351896,0.061254415,0.100510561,0.143818021,0.215996818,0.337122867,0.481549542,0.54077937,0.599187385,0.660721094,0.711466554,0.759917374,0.808947498,0.862609654,0.917687499,0.976612196,0.998281671,363062.1468,al-Sigaiyya,EGY,2544
1064,0,0,0,0,0,0,0,0,0.000129232,0.000129232,0.000258465,0.001680021,0.003360041,0.005686224,0.010855518,0.020547945,0.028818816,0.044843629,0.070948566,0.116179891,0.139054019,0.167226674,0.198759369,0.240113724,0.283794262,0.350219695,0.436546911,0.566166968,0.803437581,0.972215043,7738,0,0,0,0,0,0,0,0,0.004615362,0.004615362,0.007130154,0.024971707,0.041274141,0.059501765,0.090705819,0.138874246,0.173386434,0.230690815,0.309707253,0.422179824,0.470390975,0.523689212,0.576379879,0.636273914,0.689248296,0.755467511,0.822002341,0.892740683,0.969995977,0.997346877,347620.7367,al-Sirw,EGY,2196
1065,0,0,0,0,0,0,0,0,0,4.50E-05,9.00E-05,0.000224982,0.000539957,0.001079914,0.001664867,0.003239741,0.004679626,0.00724442,0.012329014,0.02425306,0.032442405,0.042881569,0.05413067,0.076943844,0.112715983,0.160142189,0.237311015,0.420941325,0.758099352,0.962473002,22224,0,0,0,0,0,0,0,0,0,0.002292823,0.00398289,0.00735531,0.012763293,0.020079697,0.02636924,0.04006448,0.050550455,0.066672342,0.093681079,0.145373837,0.175878412,0.210718126,0.243601446,0.301206275,0.3780234,0.461099004,0.566151143,0.73835923,0.936161889,0.993410437,566345.9211,al-Soky,SDN,2505
1066,0,0,0,0,0,0,0,0,0,0,0,0,0.000208312,0.000624935,0.000624935,0.001041558,0.001562337,0.00249974,0.004895323,0.011665452,0.019268826,0.029580252,0.050411415,0.086553484,0.131340485,0.194146443,0.32121654,0.523278825,0.795437975,0.978856369,9601,0,0,0,0,0,0,0,0,0,0,0,0,0.003102421,0.008685869,0.008685869,0.012048936,0.015583281,0.021144386,0.033033573,0.060301576,0.086697602,0.118702225,0.175683566,0.261748237,0.352281694,0.455377365,0.616371736,0.799641121,0.947404021,0.996587612,261103.0714,al-Sufi,SDN,1261
1067,0,0,0,0,0,0,0,0,0,0,0,0,0.000732332,0.005126327,0.009154156,0.027828634,0.04577078,0.07103625,0.109483706,0.195532772,0.232881728,0.26583669,0.306481142,0.349322592,0.388868546,0.437934822,0.506774075,0.614060784,0.822409374,0.980227023,2731,0,0,0,0,0,0,0,0,0,0,0,0,0.0058338,0.031519002,0.051287763,0.126262829,0.186934855,0.26074787,0.355844692,0.531040282,0.59565161,0.646328226,0.701202271,0.751920975,0.791542315,0.831225571,0.874648658,0.922349241,0.977619391,0.998395563,150524.681,al-Sufiyya,EGY,1062
1069,0,0,0,0,0,0,0,0,0,0,0,0.000106508,0.000213015,0.000639046,0.001384599,0.002023645,0.002556183,0.004260305,0.006390457,0.010437746,0.013952498,0.01831931,0.02811801,0.037597188,0.049206518,0.068377889,0.113324103,0.234316754,0.670358931,0.976142294,9389,0,0,0,0,0,0,0,0,0,0,0,0.003266867,0.006172401,0.014202085,0.025119427,0.032752684,0.038175163,0.053108722,0.069188086,0.093647802,0.111927189,0.132025094,0.171905513,0.205564091,0.24045125,0.286650467,0.371337842,0.529774196,0.868779811,0.994018551,171772.8819,al-Sulayk,SDN,462
1070,0,0,0,0,0,0,0,0,0,0,0,0.001391466,0.002319109,0.004638219,0.011131725,0.031076067,0.050556586,0.082096475,0.12755102,0.180426716,0.213358071,0.247680891,0.27458256,0.316790353,0.365491651,0.422077922,0.496753247,0.614564007,0.850649351,0.980983302,2156,0,0,0,0,0,0,0,0,0,0,0,0.014392731,0.02187644,0.036780773,0.069247602,0.150107112,0.216564019,0.309538161,0.422463571,0.52990068,0.586501296,0.63952716,0.676088199,0.725674999,0.774097642,0.819585707,0.866179834,0.918667419,0.980849647,0.998527847,118997.7873,al-Sultan Hasan,EGY,788
1071,0,0,0,0,0,0,0,0,0,0,0,0.000704225,0.002230047,0.006220657,0.013380282,0.03028169,0.043544601,0.065492958,0.100586854,0.14600939,0.169953052,0.198943662,0.231924883,0.274061033,0.322887324,0.38157277,0.468192488,0.604929577,0.84471831,0.985798122,8520,0,0,0,0,0,0,0,0,0,0,0,0.007838286,0.021148867,0.047505758,0.08621993,0.160751115,0.210350787,0.28124429,0.376901001,0.477554461,0.522812838,0.571895922,0.621085259,0.675774095,0.729097558,0.781165872,0.841169804,0.907942467,0.978054281,0.99878723,427118.8017,al-Sunbat,EGY,2751
1072,0,0,0,0,0,0,0,0,0,0,1.57E-05,9.43E-05,0.000141512,0.000424535,0.00084907,0.002091228,0.003459174,0.006289407,0.011525338,0.021509772,0.028459567,0.038223871,0.052375037,0.071447664,0.095960628,0.131668737,0.198069152,0.340901587,0.724618312,0.971650498,63599,0,0,0,0,0,0,0,0,0,0,0.000521931,0.002499654,0.003441892,0.007662949,0.012761686,0.024685223,0.035664789,0.055418116,0.086069877,0.134095915,0.162589675,0.198375624,0.244153645,0.297788198,0.355867051,0.424666195,0.524023711,0.672687204,0.915743158,0.994537656,1469993.66,al-Sururab West,SDN,6103
1073,0,0,0,0,0,0,0,0,0,0,0,0.000241604,0.001208021,0.005315294,0.008214545,0.018361923,0.027059676,0.04034791,0.071514859,0.115486833,0.136989611,0.176371104,0.210920512,0.261899009,0.322300072,0.393090118,0.49263107,0.637593622,0.848755738,0.983329307,4139,0,0,0,0,0,0,0,0,0,0,0,0.002719381,0.011931472,0.04175398,0.058213059,0.106138932,0.140877411,0.186587343,0.276988766,0.381467245,0.425001204,0.496228159,0.55160102,0.622176769,0.692753564,0.760511411,0.834075173,0.91037779,0.976939122,0.998493972,194132.2527,al-Suudiyya,EGY,1334
1075,0,0,0,0,0,0,0,0,7.96E-05,0.000159223,0.000477669,0.002786402,0.005652416,0.013772789,0.024281506,0.04840379,0.068067829,0.095533795,0.147042433,0.216463657,0.251253881,0.288512061,0.325531407,0.365814824,0.41350211,0.463975798,0.535148475,0.641190988,0.828914895,0.977310724,12561,0,0,0,0,0,0,0,0,0.001924436,0.003209471,0.007398852,0.029709505,0.049895908,0.094121636,0.139345522,0.224767276,0.283378222,0.35421335,0.465994198,0.589652113,0.642331582,0.692902405,0.737121328,0.778821336,0.820557874,0.856624068,0.896100896,0.937530361,0.98117538,0.998421105,787649.4395,al-Tal al-Kabir,EGY,5194
1078,0,0,0,0,0,0,0,0,0.000361359,0.001324982,0.002288605,0.004456757,0.007106721,0.012647555,0.018549747,0.030595037,0.043001686,0.062876415,0.091785112,0.144904842,0.175740785,0.213924356,0.257648759,0.305709468,0.360515538,0.424355577,0.50289087,0.631655023,0.843893038,0.980968441,8302,0,0,0,0,0,0,0,0,0.011969401,0.033573975,0.048227424,0.071339861,0.092965071,0.128147379,0.15765128,0.205829425,0.247772933,0.305689555,0.37715647,0.484137094,0.536887179,0.595586905,0.655047466,0.711234447,0.765826173,0.817538847,0.867112078,0.924463076,0.980280901,0.998490642,459035.4253,al-Tarh,EGY,2993
1079,0,0,0,0,0,0,0,0,0,0,4.75E-05,0.000285009,0.001045031,0.00399012,0.008455254,0.020805624,0.033393502,0.055956679,0.089445183,0.143786814,0.171147634,0.202023561,0.236794604,0.280163405,0.33231997,0.393691811,0.472829185,0.604598138,0.83298499,0.976534296,21052,0,0,0,0,0,0,0,0,0,0,0.000755104,0.003472423,0.010636999,0.031260422,0.056290814,0.112257671,0.160216325,0.234836212,0.328545354,0.452905591,0.505995347,0.559693372,0.612919272,0.670519389,0.729127918,0.785461088,0.841764709,0.907590652,0.976384323,0.997910444,1028454.142,al-Tataliyya,EGY,6996
1080,0,0,0,0,0,0,0,7.28E-05,7.28E-05,0.000145635,0.000145635,0.000728173,0.001674798,0.00567975,0.011359499,0.022209277,0.032622151,0.047913784,0.07339984,0.11439598,0.137770334,0.162309765,0.195296002,0.235054249,0.28223986,0.338382,0.421830627,0.555814462,0.78009175,0.972620695,13733,0,0,0,0,0,0,0,0.006119727,0.006119727,0.007885188,0.007885188,0.015787111,0.025299155,0.056241802,0.090923787,0.145343193,0.189162825,0.244693923,0.323232222,0.426201719,0.476236639,0.523292143,0.578988058,0.637266802,0.695681654,0.752426832,0.818042001,0.892286467,0.965616806,0.997308951,608366.2724,al-Tawd,EGY,3876
1081,0,0,0,0,0,0,0,0,0,0,0,0,0.00049776,0.004977601,0.015430562,0.032852165,0.045793927,0.070184171,0.114484818,0.177202588,0.206570433,0.242409159,0.287705326,0.328521653,0.378297661,0.432055749,0.518168243,0.653061224,0.856147337,0.975609756,2009,0,0,0,0,0,0,0,0,0,0,0,0,0.004093528,0.031238243,0.083592119,0.153950475,0.198280329,0.270662426,0.378576677,0.506190789,0.557192502,0.612561498,0.67359477,0.721696382,0.770315173,0.814236412,0.868332681,0.928546663,0.981894912,0.997984029,110716.3855,al-Tawfiqiyya,EGY,760
